,Tweet_ID,Tweet_Text,Class,
,1٫4609أس+18,"سعدت اليوم بمشاركة طلبتنا بتشكيل رقم ""100"" أمام تيرا – جناح الاستدامة في إكسبو 2020 دبي، للاحتفال بفخرنا واعتزازنا في استقبال إكسبو 100 ألف طالب من المدارس الحكومية. https://t.co/UTJpFWGnnH",positive,
,1٫56418أس+18,"أعلنت #مدينة_إكسبو_دبي عن بدء استقبال الزوار في ثلاثة من وجهاتها المميزة: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من الخميس المقبل وذلك ضمن استعداد #دبي لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر. https://t.co/SxB4VJkeTX",non-relevant,
,1٫44722أس+18,"محمد بن راشد، وبحضور حمدان ومكتوم بن محمد وسيف ومنصور وعبدالله بن زايد، يتسلّم أوراق اعتماد عدد من سفراء الدول الشقيقة والصديقة المُعيّنين لدى الدولة، وذلك خلال استقبال سموه لهم في مقر إكسبو 2020 #دبي.
https://t.co/iD3lN0rVZK https://t.co/xwMjdRGjZT",non-relevant,
,1٫56462أس+18,"أعلنت مدينة #إكسبو_دبي عن بدء استقبال الزوار في 3 من وجهاتها المميزة هي: ألِف جناح التنقل، وتيرّا جناح الاستدامة، وحديقة الثُرَيَّا، وذلك اعتبارًا من الخميس المقبل الأول من سبتمبر، استعدادا لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر
#ExpoCityDubai
#UAEPLUS https://t.co/UgPIDQWZHO",non-relevant,
,1٫46273أس+18,"إكسبو 2020 دبي: استقبال 4.1 ملايين زائر منذ انطلاقة المعرض في 1 أكتوبر 2021 

- تسجيل 22 مليون زيارة عبر منصاته الرقمية https://t.co/rVkxFse84X",non-relevant,
,1٫47071أس+18,"بالصور.. النجم الارجنتيني ليونيل ميسي يزور  اكسبو دبي

▪️كان في استقبال ميسي نورة بنت محمد الكعبي وزيرة الثقافة والشباب الاماراتية https://t.co/ech9ARpCYJ",neutral,
,1٫48814أس+18,"سموه أكد أن مشاركة إسرائيل في فعاليات الحدث العالمي تفتح مجالات عدة للتعاون.. تعرف على تفاصيل استقبال #محمد_بن_راشد لفخامة إسحاق هرتسوغ رئيس دولة إسرائيل في #إكسبو_2020_دبي

#الإمارات_أمان
#إكسبو2020
#الإمارات_إسرائيل 
#UAE_Safe
#Expo2020
#expo2020Dubai https://t.co/AoszEvxeNC",non-relevant,
,1٫50654أس+18,تشرفنا باستقبال سعادة الشيخ خالد بن عبدالله بن علي الخليفة سفير #البحرين لدى #الإمارات_العربية_المتحدة في #جناح_الكويت في #اكسبو_٢٠٢٠_دبي. وكان في استقبال ضيفنا المحترم مدير جناح الكويت الدكتور بدر المشعان. (١/٢) https://t.co/iZDYySpEuL,non-relevant,
,1٫49438أس+18,"ونوه الجناح إلى أن الاحتفاء بقطاع الأزياء تضمن التقاء صنّاع الأزياء وأبرز المصممين والمصممات في قطاع الأزياء في المملكة

للمزيد.. بالصور والفيديو: شاهدوا الاحتفالية الخاصة بجناح المملكة في ""إكسبو دبي"" بمناسبة استقبال 3 ملايين زائر https://t.co/kwKvEnIXFT https://t.co/aq2j6pwGgM",non-relevant,
,1٫56421أس+18,"مدينه #إكسبو_دبي تبدأ استقبال الزوار في 3 وجهات 
#الإمارات 
https://t.co/kl0v1ggdxK",neutral,
,1٫4871أس+18,"⚡️وسط استقبال جماهيري كبير.. #كريستيانو_رونالدو يشارك في جلسة حوارية في #إكسبو_2020_دبي

#إكسبو2020
#Expo2020
#expo2020Dubai

https://t.co/aB9xzkL4a4",non-relevant,
,1٫44389أس+18,"🇦🇪بعد سنوات من التحضير، وعام من التأخير نتيجة ""كورونا""، وتكاليف قد تصل الى 7 مليارات$ .. دبي تفتتح رسميا ""اكسبو 2020"" 

دبي تعول على: 
🔲تغطية التكاليف ودعم الاقتصاد
🔲استقبال 25 مليون زائر
🔲تعزيز مكانتها الاقليمية والعالمية",non-relevant,
,1٫56419أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر.
… https://t.co/ouoDK4XBMF",non-relevant,
,1٫56471أس+18,أعلنت مدينة إكسبو دبي عن بدء استقبال الزوار في 3 من وجهاتها المميزة هي: ألِف جناح التنقل، وتيرّا جناح الاستدامة، وحديقة الثُرَيَّا، وذلك اعتبارًا من الخميس المقبل الأول من سبتمبر. https://t.co/eLCxbWXaGH,non-relevant,
,1٫48272أس+18,"#محمد_بن_راشد: أثناء استقبال الرئيس الكوري الجنوبي اليوم في إكسبو دبي ٢٠٢٠ .. علاقاتنا التي تمتد ٤١ عاماً تتطور بشكل متسارع مع كوريا والتي تشكل #الإمارات الشريك التجاري الأكبر لهم في المنطقة .. ونسعى لشراكة استراتيجية اقتصادية شاملة معهم 
#وام https://t.co/mOynkJE67i",non-relevant,
,1٫56419أس+18,"أعلنت مدينة إكسبو #دبي عن بدء استقبال الزوار في ثلاثةمن وجهاتها المميزة هي:""ألِف"" جناح التنقل،و""تيرّا"" جناح الاستدامة،وحديقة الثُرَيَّا، اعتباراً من الخميس المقبل(1 سبتمبر 2022)،وذلك ضمن استعداد المدينةلاستقبال الزوارفي العديدمن الوجهات المتميزة في الأول من أكتوبر
@ExpoCityDubai https://t.co/svqJRGPe3Y",non-relevant,
,1٫56432أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر. https://t.co/qTRCUQdhbb",non-relevant,
,1٫56418أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر

#نتصدر_المشهد https://t.co/eXWpO22576",non-relevant,
,1٫48272أس+18,"محمد بن راشد: أثناء استقبال الرئيس الكوري الجنوبي اليوم في إكسبو دبي 2020 .. علاقاتنا التي تمتد ٤١ عاماً تتطور بشكل متسارع مع كوريا والتي تشكل الإمارات الشريك التجاري الأكبر لهم في المنطقة .. ونسعى لشراكة استراتيجية اقتصادية شاملة معهم
#الغمارات_اليوم https://t.co/Q2rKTQXzu9",non-relevant,
,1٫56433أس+18,"أعلنت مدينة #إكسبو_دبي عن بدء استقبال الزوار في ثلاثة من من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من يوم الخميس المقبل 1 سبتمبر 2022 وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر https://t.co/SB4f2QFdgt",non-relevant,
,1٫4609أس+18,"جميلة المهيري: سعدت اليوم بمشاركة طلبتنا بتشكيل رقم ""100"" أمام تيرا – جناح الاستدامة في إكسبو 2020 دبي، للاحتفال بفخرنا واعتزازنا في استقبال إكسبو 100 ألف طالب من المدارس الحكومية

#نتصدر_المشهد
#اكسبو2020
#Expo2020
@expo2020dubai https://t.co/FUWfPK4tBE",non-relevant,
,1٫4609أس+18,"#جميلة_المهيري @J_S_AlMuhairi: سعدت اليوم بمشاركة طلبتنا بتشكيل رقم ""100"" أمام تيرا – جناح الاستدامة في إكسبو 2020 دبي، للاحتفال بفخرنا واعتزازنا في استقبال إكسبو 100 ألف طالب من المدارس الحكومية

#الوطن_لكل_الوطن https://t.co/u79dBeCeH2",non-relevant,
,1٫5089أس+18,"وصل سمو الشيخ صباح الخالد رئيس إلى دولة الإمارات على رأس وفد رسمي للمشاركة في القمة العالمية للحكومات المنعقدة في إمارة دبي تزامنا مع (اكسبو 2020 دبي).

وكان في استقبال سموه وزير الاقتصاد في دولة الإمارات العربية المتحدة الشقيقة عبدالله بن طوق وسفير دولة الكويت في الإمارات https://t.co/gLi3JOrfcc",non-relevant,
,1٫44389أس+18,"إكسبو ""2020 دبي"" يبدأ رسميا استقبال زواره اليوم بمشاركة 192 دولة.. المزيد مع موفدة #الشرق إلى المعرض ألما التركماني  #الشرق #الشرق_للأخبار https://t.co/5hBRPXp2Mr",non-relevant,
,1٫56421أس+18,"أعلنت #مدينة_إكسبو_دبي عن بدء استقبال الزوار في ثلاثة من وجهاتها المميزة: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من الخميس المقبل وذلك ضمن استعداد #دبي لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر - البيان https://t.co/fDvSIkpHOj",non-relevant,
,1٫56419أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرا"" جناح الاستدامة وحديقة الثريَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر.

#مركز_الأخبار_أبوظبي https://t.co/zuFybNircH",non-relevant,
,1٫56418أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر

https://t.co/btbKzQKhwm https://t.co/5lGm2fbvvg",non-relevant,
,1٫55603أس+18,@fhd4004 @Awde22 @ahmd2624 @abohamzahasanat معلش في إكسبو دبي هل تم استقبال من يسمون أنفسهم إسرائيليين هناك ؟؟ استقبلوهم ورحبو فيهم الإمارات ما بتشوف اتفاقياتها بينها وبين إخ.رائيل ولا ما تشوف إحنا ما بنهاجم شعب احنا بنهاجم المطبعين بنهاجم الحكومات الي مغمضة عينيها,non-relevant,
,1٫44385أس+18,"بدأ إكسبو 2020 دبي، اليوم الجمعة، استقبال الزوار من جميع أنحاء العالم مدشنا رحلة جديدة شعارها ""تواصل العقول وصنع المستقبل"".

للمزيد=&gt;https://t.co/fGlF5iuVrq

 #إكسبو_2020_دبي

#Expo2020Dubai  #Expo2020 https://t.co/u48hnFFmqN",neutral,
,1٫44389أس+18,"الإمارات..إكسبو 2020 دبي يبدأ استقبال الزوار من جميع أنحاء العالم
#صدى_البلد #البلد

https://t.co/Tluon4a5Y7",neutral,
,1٫46091أس+18,"جميلة المهيري: سعدت اليوم بمشاركة طلبتنا بتشكيل رقم ""100"" أمام تيرا جناح الاستدامة في إكسبو 2020 دبي، للاحتفال بفخرنا واعتزازنا في استقبال إكسبو 100 ألف طالب من المدارس الحكومية #اكسبو2020 https://t.co/7RLJ7pg0zn",non-relevant,
,1٫56418أس+18,"مدينة إكسبو #دبي تبدأ في استقبال الزوار في ثلاثة من وجهاتها المميزة هي: ""ألِف"" جناح التنقل، و""تيرّا"" جناح الاستدامة، وحديقة الثُرَيَّا، اعتباراً من 1 سبتمبر 2022، وذلك ضمن استعداد المدينة لاستقبال الزوار في العديد من الوجهات المتميزة في الأول من أكتوبر. https://t.co/nYbzSe4zz1",non-relevant,
,1٫56419أس+18,"أعلنت مدينة #إكسبو دبي عن بدء استقبال الزوار في ثلاثة من من وجهاتها المميزة هي: ""ألِف"" جناح التنقل و""تيرّا"" جناح الاستدامة وحديقة الثُرَيَّا اعتباراً من يوم الخميس المقبل (1 سبتمبر 2022)
#مؤسسة_دبي_للإعلام https://t.co/zYCwe54Fyw",non-relevant,
,1٫56528أس+18,"""#مدينة_إكسبو_دبي"" تبدأ اليوم استقبال الزوار في 3 من وجهاتها https://t.co/D5IGasUj0k",neutral,
,1٫44621أس+18,"زار صاحب السمو الملكي الأمير تركي بن محمد بن فهد وزير الدولة عضو مجلس الوزراء، جناح دولة الإمارات العربية المتحدة المشارك في معرض ""إكسبو 2020 دبي"". وكان في استقبال سموه، وزيرة الثقافة والشباب بالإمارات نورة بنت محمد الكعبي.

https://t.co/i95b6LnOmi",non-relevant,
,1٫56426أس+18,"أعلنت مدينة إكسبو دبي عن بدء استقبال الزوار في ثلاثة من وجهاتها المميزة

https://t.co/5QjNokSrhl",neutral,
,1٫4889أس+18,"عودة طلابنا إلى إكسبو 2020 دبي تستحق استقبال مميز عند بوابة إكسبو! شكراً للمجموعة الأولى من طلاب مدرسة جيمس فاوندرز على جعل هذا اليوم مميزاً للغاية! 💜
لقد افتقدناكم جميعًا ولا يسعنا الانتظار للترحيب بكم مرة أخرى في إكسبو 2020 دبي!",positive,
,1٫48274أس+18,ههههههه اكسبو دبي ليه حلو مره و اللاين اب مو بس فرقه وحده و سولو؟,positive,
,1٫45302أس+18,ماحبيت لبس تاج نور في اكسبو دبي,negative,
,1٫44398أس+18,عيب اللي يصير من بعض الاشقاء والدول الشقيقه البعض منهم ( مشاهيرهم ) يدخل اكسبو وينتقد بطريقة واضح انه ياي يطلع عيوب وهو مب عيوب لكن مجرد محاوله ينتقد شكل مبنى انه لازم وايد تمشي وكل كلمه يقول ماحبيت وهو نسى تنظيم الخرافي اللي يخليه يدخل مدينة اكسبو خلال ٥ دقايق #اكسبو_دبي_٢٠٢١,non-relevant,
,1٫45631أس+18,إكسبو دبي بحضور بوخالد غير ، فديته والله العظيم .. 🙂 https://t.co/Lp0Ih2sPTK,positive,
,1٫45211أس+18,"صباحنا غير .. #اكسبو_دبي_٢٠٢٠ 
#Expo2020 
#امنه_الحمادي https://t.co/tb3Hm29FaU",neutral,
,1٫48677أس+18,"كابوس #صنعاء يلاحق #دبي.. حفل #إكسبو مؤجل إلى إشعارٍ آخر 
  
#الإمارات_غير_آمنة  #Expo2020Dubai #الامارات #السعودية https://t.co/HMZ6QpxtyR",non-relevant,
,1٫48793أس+18,"#عاجل 

سماع دوي انفجارات داخل معرض #اكسبو في #دبي 

#الإمارات_غير_آمنة 
#الامارات #يونيوز  #ابوظبي https://t.co/bSiaCsocRl",non-relevant,
,1٫48777أس+18,"سماع دوي انفجارات داخل معرض #اكسبو في #دبي 
#الإمارات_غير_آمنة",non-relevant,
,1٫48676أس+18,"كابوس #صنعاء يلاحق #دبي.. حفل #إكسبو مؤجل إلى إشعارٍ آخر 

تقرير: زهراء ديراني

#الميادين #انصروا_اليمن
#نحن_اليمن #عزيز_يا_يمن 
#الإمارات_غير_آمنة 
#Expo2020Dubai https://t.co/YX8MUxcxMJ",non-relevant,
,1٫50552أس+18,حطها قاعدة اكسبو دبي 2020 محد بينافسه غير اكسبو دبي ??20 ومحد ينافس حاضر دبي الا مستقبل دبي وامشي على هذا المبدأ وهكذا دواليك,positive,
,1٫48667أس+18,"#اليمن
المتحدث باسم القوات المسلحة اليمنية مهددا "" إكسبو "" دبي : أكسبو ، معنا قد تخسر ..ننصح بتغير الوجهة ؟؟؟
#الإمارات غير آمنه https://t.co/XCFuYixEsN",non-relevant,
,1٫48778أس+18,"🛑سماع دوي انفجارات داخل معرض اكسبو دبي.
#الإمارات_غير_آمنة",non-relevant,
,1٫48807أس+18,"يحى سريع في بيان جديد يؤكد قصف دبي وما نشرناه امس عن قصف اكسبو #الإمارات_غير_آمنة #اليمن_يؤدب_الامارات

 https://t.co/fiWl078qQ1",non-relevant,
,1٫5096أس+18,لو كان اكسبو في غير دبي خلال الجائحة لكان معرضا كاسدا لا حركة فيه ولا حياة...اكسبو محظوظ ...انه حل خلال الجائحة في الامارات ..واستقر في دبي..دار الحي ..,negative,
,1٫44757أس+18,أكثر من 411 ألف زيارة لـ #إكسبو_2020 #دبي في 10 أيام ، من غير الوفود الرسمية .. 😏,neutral,
,1٫47467أس+18,تقول France 24 : معرض دبي إكسبو 2020 فرصة إستراتيجية  استغلتها الامارات للمحادثات الدبلوماسية غير الرسمية.,non-relevant,
,1٫45998أس+18,"و في دبي معرض دبي للطيران. ١٤٨ دولة و١٢٠٠ شركة وتوقعات ب٨٥ ألف زائر هذا العام و غير اكسبو و جياتيكس .. دبي محور و ملتقى العالم في المنطقة 
الله يهنيكم يا أهل الإمارات https://t.co/VUp8kpmDxe",positive,
,1٫45546أس+18,"نعم متحمسين للهريس
والباقل
والخبز العماني 😂😂

خليكم ساكتين أرحم وأفضل

ما كفاكم تصريح المصري
اللي من بين قوسين لا فائدة من معرض عمان في #اكسبو_دبي_٢٠٢١
غير شجر اللبان والمزيكا
العالم استغل إكسبو في جلب المشاريع لبلاده
عرض مشاريع بلاده
جلب المستثمر

لا جديد ولا تطور

#صباح_الخير https://t.co/NNTLb0ivk8",negative,
,1٫48778أس+18,"انفجار شديد في معرض اكسبو دبي 
تسلم يد ضربت 

#الإمارات_دويلة_غير_آمنه",non-relevant,
,1٫44658أس+18,"- الجناح المصرى بـ #اكسبو_دبي 2021 يشهد إقبالاً غير مسبوق من الزائرين، أكثر من 50 ألف زائر يزورون الجناح المصرى خلال أسبوع فقط، وهو ما يجعله اكثر الاجنحة جذباً للزائرين علي الأطلاق ..

"" طبيعي لأننا أعظم حضاره علي وجه الأرض"" ..
#تحيا_مصر ✌️🇪🇬 https://t.co/b6iONTxpBO",neutral,
,1٫48641أس+18,#اكسبو معنا قد تخسر.. ٤ كلمات هزت عروشهم وأعلن إكسبو دبي تأجيل حفل كان مقرراً في 30 كانون الثاني بحجة ظروف طارئة‼️وأصبحت #الإمارات_دويلة_غير_آمنه,negative,
,1٫4864أس+18,"بعد تهديد #الامارات من قبل ناطق جيش حكومه صنعاء يحيى سريع 
اكسبو 2020 في دبي يعلنون تأجيل الفعاليات الهامه الى اجل غير مسمى 
#نواف_حمد_ناصر",non-relevant,
,1٫50903أس+18,اكسبو دبي غير 😍 https://t.co/x7iX7yDyiZ,positive,
,1٫48816أس+18,"اول دخلت شفت هالاستقبال الجميل 😍
اكسبو دبي غير 
#اكسبو_2020_دبي https://t.co/tui1dOMIxp",positive,
,1٫48712أس+18,هل بدأت الامارات “انسحابها الثاني”من مستنقع الحرب اليمنية بسحب قوات حلفائها “العمالقة”من حرب مأرب واعادتهم لـ“قواعدهم” في الغرب؟وهل كان تهديد الحوثيين بقصف معرض “اكسبو” في دبي هو الذي عجّل بهذه الخطوة “غير المفاجئة”؟ وكيف سيكون الرد السعودي https://t.co/JKn8miabi3 via @raialyoum1,non-relevant,
,1٫48644أس+18,قمة رباعية في أبو طبي للإعلان عن تأجيل الإحتفال ب معرض إكسبو دبي إلى أجل غير مسمى https://t.co/GY96xqxRHC,negative,
,1٫48783أس+18,"من عوايد اليمنيين ان يقرحوا في مثل هكذا مناسبات نوعية.
وزيارة رئيس الكيان الصهيوني لمعرض #اكسبو #دبي مناسبة غير اعتيادية بالنسبة لنا..
ضعوا هذا في اعتباركم وانتم تعدون اداناتكم يا بائعي المواقف في بورصة النفاق، فأسعار البيانات ستنهار قبل ان تعرضوها للبيع.
بفضل الله..

#جبهة_الوعي",non-relevant,
,1٫48604أس+18,"#اليمن 

المتحدث باسم القوات المسلحة اليمنية مهددا "" إكسبو "" دبي : أكسبو ، معنا قد تخسر ..ننصح بتغير الوجهة ؟؟؟
#الإمارات غير آمنه 
#الإعلام_الحربي
#البأس_اليماني https://t.co/KAfpnIL3Kd",non-relevant,
,1٫486أس+18,@army21ye اكسبو دبي غير أمن https://t.co/FRSNIZPpW8,negative,
,1٫48779أس+18,"غداً هو الموعد المحدد لزيارة رئيس كيان العدو الإسرائيلي ""هرتسوغ"" إلى معرض #اكسبو_دبي بدويلة #الامارات الصهيونية ، حيث ومن المقرر أن يفتتح الجناح الصهيوني بمناسبة مايسمى ""اليوم الوطني لإسرائيل""

#اغداً_القاك ؟
#ياويل_فؤادي_من_غدِ !!
#الإمارات_غير_آمنة",non-relevant,
,1٫48639أس+18,"دبي
تأجيل 
بعد تهديد الحوثي 
بيوم واحد
مركز معرض اكسبو 2020 #دبي
تأجيل الفعاليات الهامه لاجل غير مسمي https://t.co/VxTRqH9MI9",non-relevant,
,1٫48862أس+18,"وقد - تكون أبراج أبوظبي مهددة بصواريخ الحوثي، في الوقت الذي تنشغل الإمارات برعاية ضيوف #إكسبو_دبي.
#الإمارات_غير_آمنة https://t.co/AAEU4VosGg",non-relevant,
,1٫48638أس+18,"من صفحة اكسبو 
تم الاعلان عن تأجيل حفل كايروكي الذي كان مقر اقامته في 30 يناير على منصة اليوبيل في اكسبو 20 20 دبي الى موعد غير محدد",negative,
,1٫48852أس+18,"#الكويت 
نشطاء عرب يتفاعلون مع إعلان المهندسة
الكويتية 
الغاء مشاركتها في #اكسبو #دبي

#الإمارات_غير_آمنه https://t.co/CPgpzzpJ8q",negative,
,1٫48651أس+18,"🔺 # عاجل

بسبب تهديدات اليمنيين بالرد على العدوان وتطور منظومة الصواريخ.. الجهات المشرفة على معرض اكسبو دبي تعلن تأجيل الفعاليات الى اجل غير مسمى لظروف اسمتها ""بالطارئة"".",non-relevant,
,1٫48778أس+18,خبر اكسبو دبي غير صحيح,negative,
,1٫48791أس+18,"كم انا مرتاح اليله 
الحرب العبثيه 
لاتوقفها الى الصواريخ اليمنيه؟
#الإمارات_غير_آمنة 
#الامارات 
#أبوظبي_تحترق 
#اكسبو_٢٠٢٠ 
#دبي_غير_آمنة 
#اليمن 
#اليمن_يؤدب_الامارات",non-relevant,
,1٫48777أس+18,#أكسبو_دبي_غير_آمن,negative,
,1٫48714أس+18,"هل بدأت الامارات “انسحابها الثاني” من مستنقع الحرب اليمنية بسحب قوات حلفائها “المعالقة” من حرب مأرب واعادتهم الى “قواعدهم” في الغرب؟ وهل كان تهديد العميد #يحيى_سريع بقصف معرض “اكسبو” في دبي هو الذي عجّل بهذه الخطوة “غير المفاجئة”؟ وكيف سيكون الرد السعودي

#ابـوقـايـد_البيضاني",non-relevant,
,1٫45732أس+18,"مب سالفة انّها  بين المدِن غنوه
ولا سالفة بَحْرها وْلا جوّها الماطر
دْبيّ تحفه وصارت للبشر منوه
 دْبيّ تشرح قلوب ..وتجبر الخاطر
يخطون خطوه وتخطي دبي الِف خطوه
ما ينافس دْبيّ غير دْبيّ ..يا شاطر

#دبي
#اكسبو_دبي_٢٠٢١ 
#الامارات https://t.co/jctaBTUeDP",non-relevant,
,1٫53736أس+18,"""إكسبو دبي"" يطلق مجموعته الأولى من الأصول غير القابلة للاستبدال - أنلوك بلوكتشين
@expo2020dubai
#expodubai #اكسبو_دبي #expodubai2022 #NFTs #NFT #NFTCommuntiy #رموز_غير_قابلة_للإستبدال https://t.co/qMn18R099G via",neutral,
,1٫51465أس+18,"#طيران_الامارات تدخل مجال الأصول الافتراضية والذكاء الاصطناعي وتعلن عن تحويل جناحها في إكسبو دبي كمركز دائم لتطوير تقنيات الرموز غير القابلة للاستبدال NFTs وعوالم الميتافيرس metaverse ومشاريع الويب Web3.0
@emirates #Bitcoin #NFTCommunity https://t.co/vSZG8O3mRJ",neutral,
,1٫47143أس+18,"لقوه في #اكسبو_دبي من غير  كمام يتمشى وانتم اجلسو أغلاق وجرعه تنشيطيه وجرعه رابعه وخامسه 🤭🤭

#منظمة_الصحة_العالمية https://t.co/2pOtgXzzSi",neutral,
,1٫48779أس+18,اعتقد ان الخبر حق قصف اكسبو دبي غير صحيح، ولا ينبأك مثل سريع,negative,
,1٫46955أس+18,ماسمعنا عن جناح المملكه #اكسبو_دبي_٢٠٢٠  غير ما رأينا ابهرنا حماس  شبابنا وبشاشة وجوههم رغم تعبهم.. الثقة التكاتف الاخلاص شباب ابرزتهم الرؤية وحصنتهم الاخلاق ودعمتهم جملة واحده (طموحنا عنان السماء) يالها من جملة بهمة قائلها وهمة شبابنا وصلنا هدفآ سيكون قاعدة لماهو بعده من أهداف,positive,
,1٫49478أس+18,إكسبو دبي دنيا غير الدنيا ♥️,positive,
,1٫48778أس+18,"خبر ضرب #إكسبو #دبي، يبدو غير صحيح.
لكن الاكيد انو في ناس بتكيل بمكيالين.
شايفين الجرائم والمجازر بحق الشعب اليمني امر طبيعي، لكن بيستنكروا أشد الاستنكار ضرب الإمارات او السعودية، وقال شو، بحجة انو حرام يمكن يكون في ناس!
اهل اليمن مش ناس؟ أطفالهم مش اطفال؟
#انسانية_مزيفة",non-relevant,
,1٫47293أس+18,"@BaderNAlhumaidi رئيس منظمة الصحه يتجول في اكسبو دبي من غير كمام ..!! 
لا يقصون عليكم باسل وحاشيته !! https://t.co/LkleKVRECt",non-relevant,
,1٫5096أس+18,اكسبو ٢٠٢٠ دبي غير التاريخ #اكسبو_٢٠٢٠_دبي @expo2020dubai,positive,
,1٫47424أس+18,زوجي المستقبلي.. حتتقدملي ف اكسبو دبي غير كذا لا🥲,non-relevant,
,1٫49867أس+18,من فترة بسيطة نقول باقي شهر على افتتاح اكسبو واليوم نقول باقي شهر على انتهاءه.بتوفيق من الله وحضور يومي للشيخ محمد والشيوخ حمدان ومكتوم وفريق غير طبيعي بقيادة المتألقة أم هزاع جعل من #اكسبو_دبي_2020 حدث لن يتكرر وسيُتعب من سينضمه في المستقبل.كل هذا النجاح رغماً عن كورونا وتحدياته https://t.co/vOeW4trGMd,positive,
,1٫44547أس+18,"د.#علي_النعيمي: #دبي نافست عشرات الدول للفوز بتنظيم ""#إكسبو_2020_دبي"" والتزمت بتقديم تجربة غير مسبوقة #Expo2020Dubai #Expo2020 @Dralnoaimi @expo2020dubai @Forsan_UAE",positive,
,1٫4878أس+18,"عاجل انفجارات في معرض اكسبو 
نقلاً عن شهود عيان: الانفجارات سُمعت داخل #اكسبو دبي 
#الامارات_غير_امنة",positive,
,1٫49598أس+18,"🌹تفائل ف الله يسمع صوتك في اللحظة اللي تعتقد فيھا أن كل شيء قد خذلك صباح التفائل و الامل بالله. يارب اجعلنا ممن تفائل بخيرك فأكرمته و توكل عليك فكفيته. 🌹صباح الخيرات🌹
💐 صباح الخير يا اهل الخير صباحكم إكسبو 2020 دبي غير واليوم غير وتاريخ مميز 22/02/2022 السعودي 🇦🇪 إماراتي https://t.co/dMO1Sff3Ra",non-relevant,
,1٫45927أس+18,@JordanianTulip نفسي اعرف السحيجة شو تعليقهم على فضيحة اكسبو دبي غير انه اللي مو عاجبه البلد يطلع 😂,non-relevant,
,1٫48599أس+18,"#أكسبو
معنا قد تخسر ..ننصح بتغير الوجهه ؟؟
#إكسبوا_2020
#Expo2020Dubai
#Expo2020
#expo
🛑Attention please🛑 
With the UAE Aggression in Yemen,
Expo may be in danger to be held in Dubai.
We advise all the participants not to go their. 
#الإمارات_دويلة_غير_آمنه
#دبي",non-relevant,
,1٫45921أس+18,والواسطة والمحسوبية له كلام آخر عند حكومتنا الرشيدة اضن انه كان انتكاسة وضربة للحكومة في إكسبو دبي والظهور غير المشرف وغير اللائق للأردن في محفل دولي ضخم.,negative,
,1٫44378أس+18,"مع صباح أول يوم #اكسبو_دبي_٢٠٢٠ 
نقول لأرضنا وشيوخنا ومسؤولينا وكل القائمين على هذا الحدث العظيم من موظفين ومتطوعين شكراً ،، شكراً لهذا الإعتزاز الذي نملكه بلا جهدٍ منّا ولا تعب ،، فقط لأننا #إماراتيون ❤️🇦🇪 عمار يا بلادي 🇦🇪

#Expo2020 https://t.co/2aIbrMNZTN",positive,
